events,description,batter,stand,launch_angle,launch_speed,hc_x,hc_y,pitcher,p_throws,pitch_type,release_speed,release_spin_rate,hit
single,hit_into_play_no_out,608384,L,13.0,90.2,88.94,99.72,571945.0,R,FT,94.0,2258.0,True
grounded_into_double_play,hit_into_play,596748,R,-18.0,73.4,108.8,170.51,571945.0,R,SL,85.5,2334.0,False
single,hit_into_play_no_out,514917,L,-16.0,103.1,108.8,100.92,571945.0,R,CH,87.0,1615.0,True
field_out,hit_into_play,571945,R,44.0,88.9,126.07,72.98,658305.0,R,FF,93.2,2363.0,False
sac_fly,hit_into_play_score,543939,L,36.0,87.2,62.34,86.73,658305.0,R,FF,93.3,2359.0,False
single,hit_into_play_no_out,425877,R,14.0,99.5,73.2,79.6,658305.0,R,SL,85.9,2291.0,True
single,hit_into_play_no_out,500874,R,5.0,79.3,84.42,125.3,658305.0,R,SL,87.0,2459.0,True
field_out,hit_into_play,542303,R,55.0,95.7,206.83,124.32,658305.0,R,FF,94.9,2404.0,False
home_run,hit_into_play_score,657557,R,25.0,102.9,171.38,26.94,592826.0,R,FF,95.9,2374.0,True
single,hit_into_play_no_out,502671,R,9.0,108.0,145.03,114.42,592826.0,R,FF,93.5,2284.0,True
home_run,hit_into_play_score,572761,L,31.0,101.0,100.89,30.56,592826.0,R,FF,91.8,2249.0,True
field_out,hit_into_play,546318,L,-38.0,74.8,152.99,170.51,571945.0,R,FT,94.7,2307.0,False
field_out,hit_into_play,592663,R,8.0,106.4,108.29,171.52,571945.0,R,CU,77.9,2661.0,False
home_run,hit_into_play_score,425877,R,26.0,100.5,71.72,41.48,592826.0,R,FF,95.5,2316.0,True
field_out,hit_into_play,542303,R,15.0,110.4,63.06,66.55,592826.0,R,FF,95.6,2532.0,False
field_out,hit_into_play,547180,L,-6.0,84.8,138.26,159.84,571945.0,R,CH,89.5,1563.0,False
field_out,hit_into_play,516416,R,0.0,89.9,141.31,155.27,571945.0,R,FT,95.9,2322.0,False
field_out,hit_into_play,657557,R,34.0,79.7,168.39,86.69,592826.0,R,FF,95.6,2392.0,False
field_out,hit_into_play,502671,R,-21.0,82.9,117.94,151.71,592826.0,R,KC,83.1,2480.0,False
field_out,hit_into_play,572761,L,-22.0,58.7,150.46,176.32,592826.0,R,KC,83.0,2509.0,False
field_out,hit_into_play,592826,R,48.0,67.0,177.13,138.28,571945.0,R,FF,94.7,2401.0,False
field_out,hit_into_play,596748,R,27.0,98.1,68.89,48.39,571945.0,R,FF,94.1,2278.0,False
field_out,hit_into_play,514917,L,-32.0,79.2,155.53,171.52,571945.0,R,CU,78.2,2745.0,False
field_out,hit_into_play,543939,L,24.0,87.8,121.41,65.99,592826.0,R,FF,95.7,2370.0,False
field_out,hit_into_play,425877,R,31.0,99.8,136.42,33.46,592826.0,R,FF,93.0,2392.0,False
field_out,hit_into_play,656555,R,53.0,90.3,200.21,118.04,571945.0,R,FF,94.4,2297.0,False
field_out,hit_into_play,542303,R,69.0,80.0,106.77,198.95,592826.0,R,FF,94.9,2360.0,False
field_out,hit_into_play,502671,R,60.0,94.6,83.15,131.51,592826.0,R,FF,94.3,2337.0,False
field_out,hit_into_play,572761,L,-1.0,94.5,158.58,166.44,592826.0,R,FF,94.9,2393.0,False
double_play,hit_into_play,547180,L,9.0,101.4,144.36,160.35,571945.0,R,FF,94.2,2249.0,False
single,hit_into_play_no_out,516416,R,14.0,89.9,180.98,109.35,571945.0,R,CU,77.6,2645.0,True
field_out,hit_into_play,457705,R,-4.0,89.0,106.77,174.06,571945.0,R,FF,94.2,2311.0,False
field_out,hit_into_play,467092,R,-40.0,81.5,123.02,182.48,489334.0,R,SI,92.3,2279.0,False
field_out,hit_into_play,624424,L,0.0,104.2,162.39,166.12,489334.0,R,SI,91.9,2247.0,False
field_out,hit_into_play,429664,L,20.0,83.3,119.92,79.7,489334.0,R,SI,91.0,2217.0,False
field_out,hit_into_play,592669,R,-35.0,89.9,101.22,170.97,458677.0,L,FC,89.8,2614.0,False
double,hit_into_play_score,543333,L,9.0,108.2,156.84,70.91,458677.0,L,FC,89.9,2610.0,True
single,hit_into_play_no_out,592518,R,-8.0,108.4,78.2,97.68,458677.0,L,FC,89.2,2490.0,True
single,hit_into_play_no_out,622534,R,-14.0,91.7,128.47,140.68,458677.0,L,FC,90.9,2458.0,True
field_out,hit_into_play,543105,L,-48.0,65.1,123.02,181.26,458677.0,L,FC,90.9,2532.0,False
single,hit_into_play_no_out,643446,L,-2.0,95.9,161.79,166.12,663978.0,R,CH,83.2,1680.0,True
field_out,hit_into_play,607043,L,-24.0,83.3,158.76,167.33,663978.0,R,CH,84.1,1713.0,False
field_out,hit_into_play,595978,R,20.0,83.9,81.11,96.41,594798.0,R,SL,90.8,2462.0,False
sac_fly,hit_into_play_score,664034,R,23.0,90.6,48.28,97.69,594798.0,R,SL,91.9,2354.0,False
double,hit_into_play_no_out,592669,R,14.0,104.1,96.37,69.21,594798.0,R,CH,88.9,1660.0,True
single,hit_into_play_no_out,543333,L,7.0,99.4,72.17,86.21,594798.0,R,CH,89.4,1538.0,True
field_out,hit_into_play,592518,R,69.0,80.0,177.53,170.36,594798.0,R,FF,95.4,2405.0,False
field_out,hit_into_play,588751,R,30.0,79.6,118.75,73.86,663978.0,R,CU,73.7,2016.0,False
field_out,hit_into_play,453943,R,-5.0,98.6,102.43,165.52,663978.0,R,FF,93.9,2152.0,False
field_out,hit_into_play,614177,R,-76.0,52.7,126.32,203.51,594798.0,R,SL,93.3,2505.0,False
field_out,hit_into_play,663978,R,-14.0,71.2,159.97,167.94,594798.0,R,FF,95.7,2315.0,False
field_out,hit_into_play,624424,L,44.0,100.4,99.4,71.63,663978.0,R,FF,94.9,2367.0,False
field_out,hit_into_play,624413,R,-5.0,81.1,98.79,167.33,663978.0,R,CH,85.4,1833.0,False
field_out,hit_into_play,643446,L,0.0,101.3,110.3,172.18,663978.0,R,CH,84.4,1715.0,False
single,hit_into_play_no_out,594798,L,-5.0,100.9,178.74,100.71,663978.0,R,FF,91.9,2172.0,True
field_out,hit_into_play,571976,R,7.0,98.1,110.02,140.46,594798.0,R,SL,92.1,2458.0,False
home_run,hit_into_play_score,592669,R,28.0,93.5,45.77,63.65,594798.0,R,SL,91.9,2487.0,True
field_out,hit_into_play,588751,R,50.0,93.5,175.74,96.94,663978.0,R,FF,95.2,2312.0,False
field_out,hit_into_play,453943,R,19.0,95.6,58.62,83.29,663978.0,R,CH,83.3,1697.0,False
field_out,hit_into_play,543333,L,-20.0,55.6,143.86,171.55,594798.0,R,SL,92.1,2478.0,False
single,hit_into_play_no_out,594824,L,13.0,89.7,166.6,99.65,594798.0,R,FF,96.7,2406.0,True
field_out,hit_into_play,467092,R,-40.0,77.8,129.68,187.32,663978.0,R,FF,93.8,2369.0,False
field_out,hit_into_play,429664,L,21.0,99.2,88.97,40.4,663978.0,R,CH,83.9,1801.0,False
field_out,hit_into_play,595978,R,43.0,86.0,89.24,86.07,594798.0,R,SL,91.9,2339.0,False
field_out,hit_into_play,571976,R,2.0,93.3,101.61,145.72,594798.0,R,SL,93.2,2492.0,False
single,hit_into_play_no_out,643446,L,9.0,88.5,155.21,146.9,663978.0,R,CH,84.6,1978.0,True
field_out,hit_into_play,501571,R,-19.0,98.4,116.96,143.11,663978.0,R,CU,75.9,2360.0,False
field_out,hit_into_play,664034,R,8.0,96.5,96.6,165.48,594798.0,R,SL,93.8,2412.0,False
field_out,hit_into_play,592669,R,3.0,94.8,99.4,167.33,594798.0,R,SL,92.3,2439.0,False
field_out,hit_into_play,543333,L,-26.0,99.7,127.26,183.69,594798.0,R,FF,96.8,2372.0,False
single,hit_into_play_no_out,453943,R,-3.0,105.5,126.05,75.27,663978.0,R,FF,95.7,2402.0,True
field_out,hit_into_play,614177,R,17.0,103.5,206.05,98.34,594798.0,R,SL,92.3,2603.0,False
field_out,hit_into_play,594824,L,-11.0,97.9,146.34,144.83,594798.0,R,FF,97.3,2391.0,False
field_out,hit_into_play,429664,L,-58.0,70.1,129.68,188.53,663978.0,R,CH,84.7,1605.0,False
field_out,hit_into_play,455976,L,0.0,98.1,113.55,149.61,628711.0,L,FT,96.9,2445.0,False
field_out,hit_into_play,518692,L,19.0,105.2,187.21,75.53,628711.0,L,FF,94.5,2448.0,False
single,hit_into_play_no_out,571771,R,44.0,72.6,97.25,111.77,657097.0,R,FF,96.1,2644.0,True
field_out,hit_into_play,431145,R,-3.0,76.3,103.25,166.57,657097.0,R,FF,96.0,2411.0,False
field_out,hit_into_play,605131,R,30.0,86.7,155.25,73.14,657097.0,R,FF,96.6,2610.0,False
field_out,hit_into_play,645277,L,25.0,90.4,90.43,59.02,520980.0,R,CH,88.5,1890.0,False
field_out,hit_into_play,622666,L,-4.0,82.1,158.37,167.17,520980.0,R,FF,96.0,2247.0,False
field_out,hit_into_play,657077,L,2.0,102.1,112.94,149.0,656794.0,L,FF,95.0,2142.0,False
field_out,hit_into_play,621035,R,69.0,80.0,178.96,177.47,656794.0,L,FF,93.5,2356.0,False
single,hit_into_play_no_out,571970,L,8.0,102.8,124.63,70.2,656794.0,L,FF,95.3,2307.0,True
field_out,hit_into_play,542255,L,23.0,82.9,134.3,76.14,621111.0,R,FF,96.7,2513.0,False
field_out,hit_into_play,435263,L,0.0,91.9,114.76,152.03,621111.0,R,FF,97.1,2361.0,False
field_out,hit_into_play,621020,R,15.0,105.2,147.45,68.34,621111.0,R,FF,97.0,2331.0,False
home_run,hit_into_play_score,455976,L,25.0,102.2,83.01,37.22,621111.0,R,FF,95.9,2456.0,True
field_out,hit_into_play,457759,R,20.0,95.1,188.86,87.1,656794.0,L,FF,95.2,1950.0,False
field_out,hit_into_play,571771,R,38.0,92.0,142.32,60.6,656794.0,L,FF,95.0,2036.0,False
field_out,hit_into_play,660670,R,30.0,97.9,154.7,45.89,621111.0,R,KC,80.4,2823.0,False
home_run,hit_into_play_score,518692,L,26.0,111.3,142.7,10.04,621111.0,R,FF,96.5,2453.0,True
field_out,hit_into_play,518626,R,38.0,90.1,158.16,68.56,621111.0,R,FF,97.3,2570.0,False
field_out,hit_into_play,645277,L,63.0,84.0,83.87,132.04,621111.0,R,FF,95.2,2388.0,False
single,hit_into_play_no_out,459964,L,14.0,92.1,118.55,89.29,621111.0,R,KC,79.1,2673.0,True
field_out,hit_into_play,605131,R,69.0,80.0,117.79,173.84,594795.0,L,FF,89.5,2195.0,False
double,hit_into_play_score,621035,R,8.0,89.3,175.93,144.76,592332.0,R,FF,95.3,2119.0,True
single,hit_into_play_no_out,608369,L,27.0,72.4,89.87,105.01,592332.0,R,FS,83.3,1885.0,True
field_out,hit_into_play,457759,R,57.0,89.0,90.53,124.17,592332.0,R,FS,84.1,1827.0,False
field_out,hit_into_play,542255,L,24.0,79.7,90.38,88.87,621111.0,R,FT,96.0,2385.0,False
field_out,hit_into_play,435263,L,-17.0,95.1,144.44,152.03,621111.0,R,FF,95.4,2390.0,False
field_out,hit_into_play,621020,R,36.0,100.6,162.53,51.15,621111.0,R,FF,96.4,2573.0,False
field_out,hit_into_play,641355,L,7.0,79.5,151.1,156.88,592332.0,R,FS,86.0,1493.0,False
field_out,hit_into_play,592626,L,-28.0,90.5,158.97,169.6,592332.0,R,FF,94.5,2166.0,False
field_out,hit_into_play,621111,R,-21.0,82.9,116.57,176.86,592332.0,R,FS,82.0,1516.0,False
field_out,hit_into_play,455976,L,7.0,93.0,112.94,147.79,621111.0,R,FF,96.9,2609.0,False
field_out,hit_into_play,518692,L,18.0,103.7,62.59,74.72,621111.0,R,KC,79.8,2822.0,False
sac_fly,hit_into_play_score,657077,L,33.0,86.5,159.87,66.18,592332.0,R,FS,84.0,1481.0,False
single,hit_into_play_score,621035,R,23.0,79.7,69.84,110.19,592332.0,R,FS,85.8,1856.0,True
double,hit_into_play_no_out,457759,R,19.0,99.6,157.23,67.6,592332.0,R,FF,96.8,2271.0,True
field_out,hit_into_play,645277,L,12.0,96.3,157.58,162.61,621111.0,R,FF,97.0,2388.0,False
single,hit_into_play_no_out,605131,R,0.0,100.0,192.29,122.35,592332.0,R,FF,95.9,2400.0,True
field_out,hit_into_play,621035,R,22.0,99.0,208.85,87.09,592332.0,R,FF,96.6,2328.0,False
single,hit_into_play_no_out,621020,R,22.0,92.3,106.9,76.11,621111.0,R,FC,90.7,2715.0,True
field_out,hit_into_play_score,608369,L,-43.0,63.4,107.79,184.4,592332.0,R,FF,93.6,2100.0,False
single,hit_into_play_no_out,457759,R,13.0,100.2,183.06,92.63,592332.0,R,FF,95.3,2024.0,True
single,hit_into_play_no_out,641355,L,-36.0,40.0,121.42,185.34,592332.0,R,FF,92.7,2042.0,True
field_out,hit_into_play,660670,R,37.0,89.1,209.93,98.6,621111.0,R,FF,97.9,2473.0,False
single,hit_into_play_no_out,645277,L,4.0,89.5,113.73,101.91,621111.0,R,SL,87.8,2941.0,True
field_out,hit_into_play,593160,R,22.0,78.0,72.25,103.71,532077.0,R,FT,97.0,2322.0,False
field_out,hit_into_play,571740,L,0.0,51.6,137.33,173.44,532077.0,R,FF,97.1,2463.0,False
double,hit_into_play_score,543807,R,13.0,110.8,167.3,89.38,503449.0,R,FF,95.6,1988.0,True
field_out,hit_into_play,545350,R,22.0,86.2,113.96,68.88,503449.0,R,FF,95.1,1970.0,False
field_out,hit_into_play,493329,R,-28.0,101.0,142.33,151.71,503449.0,R,FF,93.1,1891.0,False
field_out,hit_into_play,642721,R,-21.0,82.9,139.28,160.35,444468.0,R,FT,96.4,2078.0,False
field_out,hit_into_play,624585,R,-18.0,79.7,104.74,146.13,501789.0,R,CU,81.3,2797.0,False
single,hit_into_play_no_out,641531,R,9.0,107.7,171.11,80.36,501789.0,R,CU,81.3,2858.0,True
single,hit_into_play_no_out,460086,L,-2.0,100.3,141.31,123.27,501789.0,R,CU,81.4,2694.0,True
field_out,hit_into_play,609275,L,-17.0,94.0,130.14,177.62,501789.0,R,CU,81.8,2870.0,False
field_out,hit_into_play,502210,L,21.0,94.2,111.06,57.76,605130.0,R,CU,75.8,2448.0,False
single,hit_into_play_no_out,621043,R,19.0,78.3,167.68,111.81,605130.0,R,SL,83.1,2576.0,True
field_out,hit_into_play,488726,L,23.0,98.6,142.63,32.43,605130.0,R,FF,93.3,2235.0,False
field_out,hit_into_play,593160,R,12.0,92.6,102.49,146.23,501789.0,R,CU,82.1,2636.0,False
field_out,hit_into_play,571740,L,-13.0,85.8,129.12,182.7,501789.0,R,FC,91.4,2528.0,False
field_out,hit_into_play,543807,R,28.0,87.1,206.22,104.97,605130.0,R,SL,82.9,2420.0,False
single,hit_into_play_no_out,643393,L,6.0,95.2,145.37,107.01,596001.0,R,SI,91.3,1924.0,True
home_run,hit_into_play_score,455139,R,23.0,98.3,208.03,69.91,596001.0,R,FF,92.6,2229.0,True
field_out,hit_into_play,493329,R,43.0,70.2,165.72,114.09,596001.0,R,SL,81.0,2502.0,False
single,hit_into_play_no_out,502210,L,-17.0,95.1,142.33,114.63,596001.0,R,SL,81.5,2531.0,True
field_out,hit_into_play,642721,R,5.0,71.6,141.18,141.21,543037.0,R,KC,81.3,2926.0,False
field_out,hit_into_play,656811,L,-8.0,96.6,151.47,158.32,543037.0,R,FT,99.1,2526.0,False
field_out,hit_into_play,624585,R,-11.0,73.1,116.42,161.36,543037.0,R,KC,82.9,3009.0,False
field_out,hit_into_play,621043,R,-21.0,82.9,131.15,193.87,596001.0,R,SL,82.6,2559.0,False
field_out,hit_into_play,488726,L,37.0,88.3,101.04,68.07,596001.0,R,CU,80.6,2443.0,False
single,hit_into_play,608324,R,16.0,98.2,92.9,49.19,596001.0,R,FF,90.4,2039.0,True
field_out,hit_into_play,641531,R,-64.0,59.3,126.53,203.05,543037.0,R,SL,87.3,2531.0,False
home_run,hit_into_play_score,609275,L,25.0,106.2,152.15,12.46,543037.0,R,FF,98.1,2428.0,True
single,hit_into_play_no_out,571740,L,31.0,64.8,155.34,115.05,543037.0,R,KC,81.7,2937.0,True
field_out,hit_into_play,643393,L,-39.0,41.0,136.74,183.72,596001.0,R,CU,80.1,2425.0,False
field_out,hit_into_play,455117,R,21.0,98.2,109.86,50.96,543037.0,R,KC,82.4,2971.0,False
single,hit_into_play_no_out,624585,R,6.0,104.2,178.9,119.71,543037.0,R,FF,96.8,2391.0,True
home_run,hit_into_play_score,641531,R,21.0,102.8,54.79,56.91,543037.0,R,FF,96.6,2485.0,True
single,hit_into_play_no_out,460086,L,46.0,38.8,99.12,176.98,543037.0,R,KC,81.8,2986.0,True
field_out,hit_into_play,455139,R,-7.0,65.4,144.87,148.16,596001.0,R,FF,92.2,2181.0,False
single,hit_into_play_no_out,621043,R,3.0,102.7,81.31,102.78,596001.0,R,SI,91.9,2047.0,True
field_out,hit_into_play,488726,L,29.0,45.4,103.54,160.43,596001.0,R,FF,92.4,2170.0,False
single,hit_into_play_no_out,593160,R,22.0,81.7,146.16,90.59,543037.0,R,FF,97.2,2420.0,True
single,hit_into_play_no_out,455117,R,-18.0,73.0,159.6,115.65,543037.0,R,FF,96.9,2435.0,True
field_out,hit_into_play,642721,R,28.0,88.2,202.69,95.36,543037.0,R,SL,89.7,2677.0,False
force_out,hit_into_play,543807,R,-3.0,101.5,106.26,148.16,596001.0,R,SL,82.9,2597.0,False
fielders_choice_out,hit_into_play,643393,L,-12.0,58.9,139.81,165.08,596001.0,R,SL,83.3,2544.0,False
single,hit_into_play_no_out,455139,R,-11.0,72.6,100.67,169.49,596001.0,R,SL,82.9,2539.0,True
single,hit_into_play_no_out,493329,R,11.0,79.3,160.97,118.24,596001.0,R,FF,92.1,2045.0,True
field_out,hit_into_play,502210,L,-20.0,98.6,141.31,146.13,596001.0,R,CU,79.9,2429.0,False
home_run,hit_into_play_score,621043,R,28.0,102.8,96.54,21.22,596001.0,R,SL,82.7,2671.0,True
field_out,hit_into_play,656811,L,36.0,94.1,114.61,52.02,543037.0,R,SL,87.7,2772.0,False
field_out,hit_into_play,641531,R,29.0,82.2,177.05,83.57,543037.0,R,SL,89.6,2638.0,False
field_out,hit_into_play,488726,L,-9.0,90.1,156.55,166.44,596001.0,R,SI,91.2,1766.0,False
field_out,hit_into_play,608324,R,4.0,102.7,99.66,161.87,596001.0,R,FF,92.6,2096.0,False
field_out,hit_into_play,514888,R,39.0,89.2,197.69,147.14,596001.0,R,FF,93.1,2111.0,False
home_run,hit_into_play_score,543807,R,22.0,111.6,49.41,29.73,596001.0,R,FF,91.5,1948.0,True
field_out,hit_into_play,609275,L,-8.0,97.3,147.41,166.44,543037.0,R,KC,83.1,3000.0,False
field_out,hit_into_play,593160,R,15.0,96.0,149.01,79.43,543037.0,R,FF,96.7,2508.0,False
field_out,hit_into_play,608070,L,51.0,90.8,122.28,87.63,573668.0,R,FF,94.7,2298.0,False
single,hit_into_play_no_out,596019,L,7.0,110.4,207.35,109.55,573668.0,R,FF,93.8,2349.0,True
field_out,hit_into_play,571980,L,45.0,67.7,71.27,137.92,573668.0,R,FF,92.9,2335.0,False
field_out,hit_into_play,475174,L,23.0,36.2,135.21,181.68,457754.0,R,FF,95.8,2545.0,False
field_out,hit_into_play,660162,L,-3.0,77.7,114.39,147.65,457754.0,R,FF,95.7,2467.0,False
field_out,hit_into_play,656669,R,-19.0,83.7,101.69,169.49,621114.0,R,FC,88.9,2314.0,False
single,hit_into_play_no_out,641343,L,-40.0,93.0,89.5,156.28,621114.0,R,FF,95.8,2190.0,True
force_out,hit_into_play,471865,L,-21.0,82.9,128.61,183.72,621114.0,R,FF,95.6,2000.0,False
field_out,hit_into_play,608070,L,-1.0,95.1,152.79,148.37,621114.0,R,FF,96.2,1961.0,False
field_out,hit_into_play,544725,L,-20.0,83.8,131.15,183.72,643256.0,R,SL,77.1,2270.0,False
field_out,hit_into_play,605508,L,40.0,59.7,164.66,129.73,643256.0,R,SL,74.8,2147.0,False
single,hit_into_play_score,570560,L,3.0,98.8,98.64,111.58,643256.0,R,SI,82.2,2055.0,True
single,hit_into_play_no_out,641313,R,5.0,105.0,70.59,97.24,643256.0,R,SL,73.3,2142.0,True
double,hit_into_play_no_out,547170,L,27.0,78.0,50.34,122.24,621295.0,R,FF,91.4,2209.0,True
field_out,hit_into_play,543510,R,36.0,98.1,209.6,71.86,621295.0,R,FF,92.7,2244.0,False
field_out,hit_into_play,543401,L,-11.0,73.7,158.58,165.43,467100.0,R,CH,86.8,1994.0,False
field_out,hit_into_play,547989,R,34.0,102.3,139.9,38.07,519166.0,R,FF,96.1,2409.0,False
field_out,hit_into_play,571980,L,-21.0,82.9,128.1,193.87,467100.0,R,FF,95.0,2271.0,False
force_out,hit_into_play,656669,R,-2.0,95.6,133.18,144.09,467100.0,R,FT,94.2,2284.0,False
single,hit_into_play_no_out,641343,L,13.0,95.7,102.89,77.33,467100.0,R,FF,93.3,2200.0,True
single,hit_into_play_no_out,471865,L,14.0,60.5,97.63,127.84,467100.0,R,FF,92.8,2240.0,True
field_out,hit_into_play,467793,L,-37.0,95.1,135.21,141.55,467100.0,R,FT,93.4,2192.0,False
field_out,hit_into_play,544725,L,30.0,83.3,93.57,77.49,519166.0,R,FF,94.8,2470.0,False
field_out,hit_into_play,570560,L,36.0,74.0,94.07,113.62,519166.0,R,FF,94.9,2395.0,False
single,hit_into_play_score,641313,R,5.0,69.2,130.14,112.6,545333.0,R,KC,77.2,2503.0,True
single,hit_into_play_no_out,475174,L,7.0,102.4,106.26,70.95,545333.0,R,FF,91.9,2280.0,True
field_out,hit_into_play,608070,L,39.0,86.7,175.52,81.25,467100.0,R,FF,94.6,2280.0,False
single,hit_into_play_score,543401,L,9.0,102.5,165.04,94.89,467100.0,R,FT,95.6,2154.0,True
field_out,hit_into_play,596019,L,52.0,76.0,135.21,119.71,467100.0,R,CU,81.9,2371.0,False
field_out,hit_into_play,547379,R,32.0,76.3,183.31,109.83,467100.0,R,FT,95.2,2149.0,False
single,hit_into_play_no_out,571980,L,16.0,92.2,185.26,121.44,467100.0,R,CH,86.6,2149.0,True
single,hit_into_play_no_out,656669,R,14.0,96.4,192.9,93.72,467100.0,R,FT,92.0,2145.0,True
double_play,hit_into_play,547989,R,76.0,64.3,95.82,185.47,545333.0,R,SL,80.8,2709.0,False
double,hit_into_play_score,660162,L,21.0,108.3,199.91,68.24,545333.0,R,FF,94.4,2302.0,True
single,hit_into_play_no_out,544725,L,5.0,84.1,97.63,123.27,545333.0,R,FF,94.4,2279.0,True
double,hit_into_play_no_out,605508,L,21.0,103.5,127.69,28.42,545333.0,R,FF,93.8,2378.0,True
field_out,hit_into_play,641343,L,-50.0,60.8,146.39,153.75,467100.0,R,CH,88.3,2223.0,False
single,hit_into_play_no_out,608070,L,11.0,91.6,189.72,126.23,467100.0,R,CH,86.8,1975.0,True
field_out,hit_into_play,543401,L,-40.0,55.2,149.44,162.38,467100.0,R,FT,93.2,2209.0,False
field_out,hit_into_play,547170,L,63.0,85.9,97.63,135.46,545333.0,R,FF,95.0,2407.0,False
home_run,hit_into_play_score,543510,R,28.0,106.3,57.71,26.43,545333.0,R,SL,79.5,2410.0,True
field_out,hit_into_play,596019,L,-29.0,90.7,110.32,156.28,467100.0,R,FT,93.8,2185.0,False
sac_fly,hit_into_play_score,660162,L,31.0,93.1,158.81,43.78,545333.0,R,KC,77.9,2497.0,False
single,hit_into_play_no_out,544725,L,7.0,94.8,183.47,111.58,545333.0,R,CH,86.6,1731.0,True
single,hit_into_play_no_out,605508,L,12.0,105.9,189.72,85.16,545333.0,R,FF,93.3,2195.0,True
grounded_into_double_play,hit_into_play,656669,R,-37.0,82.2,105.75,171.52,467100.0,R,FC,86.9,2103.0,False
field_out,hit_into_play,641343,L,49.0,93.5,100.38,79.81,467100.0,R,FF,93.4,2250.0,False
single,hit_into_play_no_out,471865,L,29.0,36.1,100.67,169.49,467100.0,R,FF,92.2,2175.0,True
field_out,hit_into_play,570560,L,63.0,83.5,143.38,139.85,545333.0,R,FC,84.4,2873.0,False
field_out,hit_into_play,547170,L,39.0,80.5,46.76,112.7,545333.0,R,FF,94.9,2416.0,False
field_out,hit_into_play,467793,L,-39.0,68.5,161.63,165.94,467100.0,R,CH,87.9,2023.0,False
field_out,hit_into_play,608070,L,7.0,89.4,138.26,152.22,467100.0,R,CH,87.7,1890.0,False
double,hit_into_play_no_out,543401,L,21.0,105.8,199.17,58.45,467100.0,R,CU,81.3,2309.0,True
field_out,hit_into_play,596019,L,8.0,88.2,117.18,138.25,467100.0,R,FF,93.3,2282.0,False
home_run,hit_into_play_score,660162,L,38.0,107.1,243.98,69.99,545333.0,R,CH,85.5,1634.0,True
single,hit_into_play_no_out,544725,L,8.0,107.4,152.27,80.36,545333.0,R,FF,94.2,2149.0,True
field_out,hit_into_play,595222,L,53.0,85.3,76.51,113.18,593974.0,L,FF,95.1,2292.0,False
field_out,hit_into_play,543063,L,39.0,53.2,118.04,138.48,593974.0,L,FF,95.8,2294.0,False
grounded_into_double_play,hit_into_play,669222,R,0.0,86.5,113.2,155.78,467055.0,R,SL,84.3,2090.0,False
field_out,hit_into_play,642165,L,26.0,88.4,154.91,59.63,467055.0,R,SL,72.4,1496.0,False
force_out,hit_into_play,467055,R,-18.0,89.0,115.23,155.27,435043.0,L,SI,88.9,1993.0,False
field_out,hit_into_play,519390,L,38.0,85.3,82.91,85.78,435043.0,L,SI,88.4,1956.0,False
field_out,hit_into_play,621453,L,-13.0,100.8,143.68,150.19,435043.0,L,SI,88.1,2013.0,False
field_out,hit_into_play,592200,R,32.0,84.8,168.33,77.14,664157.0,L,FF,92.4,2051.0,False
field_out,hit_into_play,578428,R,-39.0,72.4,116.76,180.67,664157.0,L,CU,79.1,2618.0,False
force_out,hit_into_play,571657,R,-12.0,89.0,104.57,168.48,664157.0,L,FF,92.5,2086.0,False
field_out,hit_into_play,457763,R,69.0,80.0,137.59,155.78,435043.0,L,SL,78.2,2475.0,False
single,hit_into_play_no_out,543063,L,5.0,102.8,89.84,98.38,435043.0,L,FF,88.7,2061.0,True
force_out,hit_into_play,553993,R,1.0,101.3,104.57,170.51,473879.0,R,SI,94.4,2265.0,False
single,hit_into_play_score,592200,R,17.0,91.4,98.43,84.47,519381.0,R,SI,87.9,2496.0,True
single,hit_into_play_score,578428,R,21.0,93.3,57.91,69.79,519381.0,R,SI,87.9,2423.0,True
single,hit_into_play_no_out,571657,R,4.0,91.4,112.19,151.21,519381.0,R,SI,87.0,2402.0,True
field_out,hit_into_play,458015,L,49.0,87.8,97.99,92.12,519381.0,L,SL,76.7,2293.0,False
field_out,hit_into_play,607680,R,-7.0,101.7,108.12,149.68,543101.0,R,SL,89.9,2352.0,False
home_run,hit_into_play_score,467055,L,21.0,107.8,175.27,24.46,543101.0,R,FT,94.9,2203.0,True
field_out,hit_into_play,519390,L,53.0,86.3,170.86,115.26,543101.0,R,KC,82.5,2074.0,False
field_out,hit_into_play,621453,L,30.0,97.0,163.3,53.5,543101.0,R,SL,87.2,2338.0,False
double,hit_into_play_no_out,605412,L,22.0,95.8,201.6,97.79,543101.0,R,FF,92.2,2274.0,True
force_out,hit_into_play,543101,R,-39.0,41.0,127.43,196.41,519381.0,R,SI,86.8,2417.0,False
force_out,hit_into_play,606299,R,4.0,78.5,106.6,150.19,519381.0,R,SL,73.5,3304.0,False
field_out,hit_into_play,592122,R,41.0,102.9,76.27,56.42,543101.0,R,SL,88.6,2255.0,False
field_out,hit_into_play,543063,L,30.0,93.5,109.14,51.12,543101.0,R,SL,87.5,2282.0,False
field_out,hit_into_play,578428,R,-2.0,95.5,102.54,167.46,543883.0,R,CH,85.6,1730.0,False
field_out,hit_into_play,624577,R,3.0,55.0,143.18,169.13,543883.0,R,FF,87.9,2245.0,False
field_out,hit_into_play,467055,L,49.0,97.6,38.22,101.17,543101.0,R,FF,95.7,2352.0,False
