events,description,batter,stand,launch_angle,launch_speed,hc_x,hc_y,pitcher,p_throws,pitch_type,release_speed,release_spin_rate,hit
field_out,hit_into_play,592325,L,33.0,96.4,100.46,45.21,605397.0,R,CH,84.9,2090.0,False
single,hit_into_play_no_out,606115,R,2.0,106.8,93.87,111.26,605397.0,R,SI,90.5,2321.0,True
field_out,hit_into_play,621028,R,-21.0,82.9,135.66,188.79,502624.0,R,FC,87.2,2370.0,False
double,hit_into_play_no_out,669374,R,13.0,106.6,89.88,79.56,605397.0,R,SL,82.9,2451.0,True
single,hit_into_play_no_out,518735,L,6.0,104.1,102.95,148.81,605397.0,R,CH,85.6,1958.0,True
home_run,hit_into_play_score,519058,L,35.0,103.4,198.18,47.32,605397.0,R,CH,85.5,2010.0,True
field_out,hit_into_play,456715,R,-5.0,69.0,154.43,162.74,605397.0,R,SL,84.2,2631.0,False
field_out,hit_into_play,592885,L,18.0,60.0,117.48,142.99,605397.0,R,FF,93.0,2427.0,False
double,hit_into_play_no_out,592325,L,33.0,88.7,37.27,110.11,605397.0,R,FF,93.2,2407.0,True
field_out,hit_into_play,460576,R,26.0,79.8,123.02,79.57,445276.0,R,SL,82.9,2405.0,False
field_out,hit_into_play,624424,L,1.0,86.0,158.1,164.76,445276.0,R,FC,90.1,2463.0,False
single,hit_into_play_no_out,657077,L,0.0,97.3,144.92,101.39,502327.0,L,CU,75.6,1966.0,True
single,hit_into_play_score,571771,R,16.0,75.3,181.19,130.51,502327.0,L,SI,91.9,2094.0,True
field_out,hit_into_play,641355,L,20.0,99.6,192.94,59.72,502327.0,L,CH,84.2,2030.0,False
double,hit_into_play_no_out,501896,R,27.0,98.0,220.54,89.14,502327.0,L,CU,76.7,2057.0,True
field_out,hit_into_play,571970,L,-21.0,76.0,158.1,156.65,502327.0,L,SI,92.0,2181.0,False
force_out,hit_into_play,642708,R,-9.0,100.7,110.95,144.99,547943.0,L,FT,91.0,1958.0,False
single,hit_into_play_no_out,467092,R,-28.0,60.9,119.83,176.83,547943.0,L,CH,80.3,1414.0,True
field_out,hit_into_play,621512,R,-28.0,66.7,141.37,153.61,547943.0,L,FT,90.0,1999.0,False
field_out,hit_into_play,621035,R,10.0,98.1,107.64,143.1,450306.0,L,CH,77.7,2290.0,False
field_out,hit_into_play,547943,R,-27.0,83.7,101.83,167.8,450306.0,L,KC,70.9,2306.0,False
field_out,hit_into_play,607461,L,32.0,85.9,104.11,66.89,450306.0,L,FT,83.6,2237.0,False
field_out,hit_into_play,588751,R,-21.0,82.9,145.93,157.16,547943.0,L,FT,92.2,2019.0,False
field_out,hit_into_play,460576,R,26.0,78.0,114.95,82.41,547943.0,L,CH,80.9,1483.0,False
field_out,hit_into_play,453943,R,-30.0,55.3,126.0,182.64,547943.0,L,FF,90.1,2076.0,False
double,hit_into_play_no_out,624413,R,8.0,114.6,79.52,123.19,547943.0,L,FC,84.7,2029.0,True
field_out,hit_into_play,431145,R,-21.0,82.9,112.47,175.91,450306.0,L,FT,83.5,2252.0,False
single,hit_into_play_no_out,657077,L,23.0,78.5,197.59,120.54,450306.0,L,KC,71.1,2593.0,True
field_out,hit_into_play,571771,R,46.0,65.7,122.53,122.81,450306.0,L,KC,72.9,2385.0,False
field_out,hit_into_play,641355,L,69.0,80.0,115.01,210.89,450306.0,L,FT,84.8,2240.0,False
field_out,hit_into_play,605204,R,-20.0,65.1,104.36,172.37,547943.0,L,FF,92.3,2083.0,False
field_out,hit_into_play,642708,R,22.0,93.2,58.94,88.86,547943.0,L,FC,88.3,2024.0,False
field_out,hit_into_play,501896,R,-23.0,86.7,98.28,167.8,450306.0,L,CH,79.5,2296.0,False
field_out,hit_into_play,450306,L,4.0,67.0,126.67,184.53,547943.0,L,CU,71.0,2493.0,False
single,hit_into_play_no_out,621512,R,10.0,100.7,69.64,99.15,547943.0,L,CU,72.9,2578.0,True
field_out,hit_into_play,588751,R,-1.0,72.7,105.88,165.78,547943.0,L,CH,79.9,1438.0,False
field_out,hit_into_play,460576,R,10.0,82.7,90.0,132.64,547943.0,L,CH,77.9,1360.0,False
grounded_into_double_play,hit_into_play,607461,L,-21.0,82.9,155.56,168.82,450306.0,L,FF,82.8,2234.0,False
single,hit_into_play_no_out,431145,R,23.0,84.3,92.09,73.57,450306.0,L,FF,85.1,2334.0,True
field_out,hit_into_play,624413,R,23.0,94.5,200.8,78.65,547943.0,L,CU,75.1,2660.0,False
field_out,hit_into_play,624424,L,-38.0,73.3,138.33,171.86,547943.0,L,FT,90.2,2038.0,False
grounded_into_double_play,hit_into_play,657077,L,-6.0,80.3,142.89,154.12,450306.0,L,FT,85.9,2340.0,False
field_out,hit_into_play,571771,R,69.0,80.0,171.79,135.36,450306.0,L,FF,86.1,2363.0,False
single,hit_into_play_no_out,641355,L,15.0,105.5,210.09,83.03,450306.0,L,FF,85.6,2288.0,True
single,hit_into_play_no_out,501896,R,-8.0,101.4,125.7,198.59,450306.0,L,KC,70.2,2446.0,True
field_out,hit_into_play,450306,L,26.0,85.2,127.69,64.95,547943.0,L,CH,78.2,1424.0,False
field_out,hit_into_play,607461,L,-1.0,79.0,161.65,166.79,450306.0,L,CH,77.9,2325.0,False
field_out,hit_into_play,588751,R,69.0,80.0,126.16,143.47,547943.0,L,CH,80.0,1403.0,False
single,hit_into_play_no_out,460576,R,14.0,79.2,49.65,111.05,547943.0,L,FF,91.0,2063.0,True
force_out,hit_into_play,431145,R,-13.0,89.2,109.94,170.84,450306.0,L,CH,81.2,2275.0,False
field_out,hit_into_play,571771,R,37.0,98.8,96.63,52.59,450306.0,L,CH,80.7,2332.0,False
double,hit_into_play_score,571970,L,13.0,105.1,149.82,69.8,450306.0,L,FT,85.9,2259.0,True
triple,hit_into_play_no_out,621035,R,17.0,99.3,70.84,90.9,450306.0,L,FT,83.0,2217.0,True
field_out,hit_into_play,605204,R,35.0,84.0,203.3,104.54,547943.0,L,CH,79.9,1243.0,False
field_out,hit_into_play,642708,R,40.0,92.6,160.13,65.4,547943.0,L,FC,86.9,2136.0,False
single,hit_into_play_score,502517,L,12.0,94.9,58.57,100.45,673633.0,R,FS,84.9,1258.0,True
field_out,hit_into_play,621311,L,-22.0,72.6,156.78,162.14,673633.0,R,FS,85.9,1340.0,False
double,hit_into_play_no_out,596115,R,-13.0,90.2,32.62,104.6,673633.0,R,FS,84.9,1162.0,True
field_out,hit_into_play,502481,L,36.0,83.6,68.62,86.67,493200.0,R,FC,81.3,2141.0,False
field_out,hit_into_play,545121,L,-16.0,96.8,158.6,162.74,493200.0,R,FF,90.4,2289.0,False
