"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"CH","2019-04-20","83.7","-1.6021","6.3942","Dee Gordon",543829,502239,"force_out","hit_into_play",,,,,13,"Dee Gordon grounds into a force out, second baseman David Fletcher to shortstop Andrelton Simmons.   Omar Narvaez out at 2nd.  ","R","L","R","LAA","SEA","X",4,"ground_ball",1,2,2019,"-1.2710","-0.1866","-1.0391","1.5119","null","null",553882,2,2,"Top","140.85","145.98",,,518960,,"190421_014221","3.7323","-121.6942","-4.4429","-13.1647","23.8256","-33.3671","3.3800","1.5900","39","73.2","1","83.0550","1556","5.9020",564743,502239,518960,405395,664058,446359,592743,488721,545361,571718,"54.5974","0.140","0.141","0.00",1,0,0,2,14,"6","Changeup",0,2,2,0,2,0,2,0,"Standard","Standard"
"CH","2019-04-19","83.4","-2.3029","5.0387","Dee Gordon",543829,598287,"single","hit_into_play_no_out",,,,,7,"Dee Gordon singles on a line drive to center fielder Mike Trout.   Ryon Healy to 2nd.  ","R","L","R","LAA","SEA","X",8,"line_drive",0,1,2019,"-1.0110","-0.7728","-0.6524","1.8977","null","null",592387,0,9,"Top","132.65","92.51",,,518960,,"190420_045517","5.5943","-121.0387","0.7654","-10.7346","26.3622","-39.9125","3.1700","1.4600","255","80.8","20","81.3950","1766","5.3410",564742,598287,518960,571506,664058,446359,592743,488721,545361,594777,"55.1581","0.832","0.787","0.90",1,1,0,4,68,"2","Changeup",3,5,5,3,5,3,5,3,"Strategic","Standard"
"FF","2019-04-19","91.5","1.7054","5.7229","Dee Gordon",543829,596071,"field_out","hit_into_play",,,,,5,"Dee Gordon flies out to center fielder Mike Trout.  ","R","L","L","LAA","SEA","X",8,"fly_ball",2,2,2019,"0.2534","1.4730","0.0944","2.0555","null","null",553882,1,7,"Top","110.34","58.78",,,518960,,"190420_040302","-4.5827","-132.9749","-6.4797","3.9652","28.5752","-13.6873","3.1700","1.4600","334","95.3","37","91.0760","2302","6.1080",564742,596071,518960,571506,664058,446359,592743,488721,545361,594777,"54.3912","0.082","0.110","0.00",1,0,0,3,51,"7","4-Seam Fastball",1,3,3,1,3,1,3,1,"Standard","Standard"
"SL","2019-04-19","81.5","-2.0440","6.0994","Dee Gordon",543829,570240,"field_out","hit_into_play",,,,,2,"Dee Gordon pops out to third baseman Zack Cozart.  ","R","L","R","LAA","SEA","X",5,"popup",1,0,2019,"0.0975","0.1451","0.1262","2.9489","null","null",592387,1,5,"Top","99.11","169.15",,,518960,,"190420_032601","4.6408","-118.6252","-0.8598","0.1653","19.0323","-30.8916","3.4000","1.5700","null","80.0","69","81.1520","2367","5.6800",564742,570240,518960,571506,664058,446359,592743,488721,545361,594777,"54.8191","0.000","0.000","0.00",1,0,0,3,36,"2","Slider",1,3,3,1,3,1,3,1,"Standard","Standard"
"SL","2019-04-19","81.6","-2.1585","6.1570","Dee Gordon",543829,570240,"field_out","hit_into_play",,,,,8,"Dee Gordon bunt grounds out, third baseman Zack Cozart to first baseman Justin Bour.  ","R","L","R","LAA","SEA","X",5,"ground_ball",0,0,2019,"0.1865","-0.0528","0.0188","1.8871","null","null","null",1,3,"Top","122.13","192.77",,,518960,,"190420_024339","4.4747","-118.6670","-2.9157","0.9103","21.3017","-32.3826","3.4000","1.5700","null","41.0","-39","80.4810","2498","5.4170",564742,570240,518960,571506,664058,446359,592743,488721,545361,594777,"55.0825","0.147","0.145","0.00",1,0,0,1,17,"1","Slider",0,1,1,0,1,0,1,0,"Standard","Standard"
"FT","2019-04-18","95.7","-2.4771","6.4125","Dee Gordon",543829,472610,"force_out","hit_into_play",,,,,8,"Dee Gordon grounds into a force out, shortstop Andrelton Simmons to second baseman Tommy La Stella.   Omar Narvaez out at 2nd.  ","R","L","R","LAA","SEA","X",6,"ground_ball",1,1,2019,"-1.0495","0.9973","-0.0593","2.0361",664238,542921,553882,2,8,"Top","118.22","145.98",,,518960,,"190419_051831","8.7754","-139.0345","-8.2100","-15.6070","29.9534","-17.5706","3.4100","1.5900","40","99.3","-2","96.0550","2097","6.4940",564741,472610,518960,405395,600303,664058,592743,571718,488721,594777,"54.0056","0.395","0.346","0.00",1,0,0,2,80,"3","2-Seam Fastball",9,10,10,9,10,9,10,9,"Standard","Standard"
"FF","2019-04-18","94.7","-1.2051","5.9106","Dee Gordon",543829,657228,"single","hit_into_play_no_out",,,,,3,"Dee Gordon singles on a ground ball to center fielder Peter Bourjos.  ","R","L","R","LAA","SEA","X",8,"ground_ball",0,0,2019,"-0.5906","1.2737","0.3660","3.0110","null","null","null",0,6,"Top","143.65","90.87",,,607345,,"190419_034925","5.4085","-137.8371","-4.7497","-8.6698","29.2160","-15.1503","3.1700","1.4800","19","94.6","-9","94.8200","2136","6.2420",564741,657228,607345,405395,600303,664058,592743,571718,488721,594777,"54.2578","0.229","0.224","0.90",1,1,0,2,48,"1","4-Seam Fastball",2,7,7,2,7,2,7,2,"Standard","Standard"
"CU","2019-04-18","75.4","-1.7950","6.2082","Dee Gordon",543829,608717,"field_out","hit_into_play",,,,,8,"Dee Gordon grounds out, second baseman Tommy La Stella to first baseman Albert Pujols.  ","R","L","R","LAA","SEA","X",4,"ground_ball",0,0,2019,"1.3683","-0.6809","0.2343","2.0156","null","null","null",0,4,"Top","151.53","151.43",,,607345,,"190419_031018","1.8017","-109.7976","-0.3843","10.6381","19.8844","-37.7914","3.4100","1.5900","98","91.3","7","75.1760","2982","6.1370",564741,608717,607345,405395,600303,664058,592743,571718,488721,594777,"54.3627","0.482","0.435","0.00",1,0,0,4,32,"1","Curveball",2,5,5,2,5,2,5,2,"Standard","Standard"
"CU","2019-04-18","77.3","-1.5587","6.0411","Dee Gordon",543829,608717,"strikeout","swinging_strike_blocked",,,,,14,"Dee Gordon strikes out swinging.  ","R","L","R","LAA","SEA","S",2,"null",0,2,2019,"1.4472","-0.9192","0.8522","-0.5148","null","null","null",1,2,"Top","null","null",,,607345,,"190419_023301","2.5108","-112.3887","-5.2422","11.5313","22.8314","-39.0129","3.4100","1.5900","null","null","null","76.5750","3112","6.0890",564741,608717,607345,405395,600303,664058,592743,571718,488721,594777,"54.4103","null","null","0.00",1,0,0,"null",13,"3","Curveball",0,4,4,0,4,0,4,0,"Standard","Standard"
"CH","2019-04-17","86.1","-2.3777","5.9231","Dee Gordon",543829,621295,"field_out","hit_into_play",,,,,7,"Dee Gordon grounds out, second baseman Jason Kipnis to first baseman Jake Bauers.  ","R","L","R","SEA","CLE","X",4,"ground_ball",1,1,2019,"-1.1206","0.1541","-0.7694","1.5912","null","null","null",1,8,"Bot","150.83","158.79",,,547379,,"190418_005302","6.0873","-125.2726","-4.3516","-13.0076","25.3415","-29.8916","3.1500","1.4600","9","84.2","-9","86.1110","1952","6.3060",566383,621295,547379,641343,543401,608070,621559,471865,547982,656185,"54.1931","0.121","0.111","0.00",1,0,0,2,55,"3","Changeup",0,1,0,1,1,0,0,1,"Strategic","Strategic"
"SL","2019-04-16","80.5","2.4344","6.3738","Dee Gordon",543829,543272,"field_out","hit_into_play",,,,,4,"Dee Gordon flies out to right fielder Greg Allen.  ","R","L","L","SEA","CLE","X",9,"fly_ball",0,0,2019,"-1.4269","0.0261","-0.6151","2.1343","null",608596,"null",1,9,"Bot","157.91","97.39",,,608700,,"190417_051504","-4.0892","-116.8545","-2.6569","-11.5122","22.9606","-31.7393","3.3500","1.5400","254","73.2","28","77.9250","2447","4.6980",566382,543272,608700,467793,543401,608070,621559,641343,547982,656185,"55.8019","0.621","0.573","0.00",1,0,0,4,74,"1","Slider",2,4,2,4,4,2,2,4,"Standard","Standard"
"SI","2019-04-16","91.1","2.7022","5.1770","Dee Gordon",543829,424144,"field_out","hit_into_play",,,,,12,"Dee Gordon pops out to shortstop Max Moroff.  ","R","L","L","SEA","CLE","X",6,"popup",1,0,2019,"1.7214","0.8058","0.8839","2.6462","null",608596,"null",0,7,"Bot","110.28","154.23",,,608700,,"190417_042517","-8.0714","-132.3198","-2.1184","21.5017","27.5440","-22.6947","3.3500","1.5400","null","80.0","69","90.1040","2016","5.7270",566382,424144,608700,467793,543401,608070,621559,641343,547982,571980,"54.7723","0.000","0.000","0.00",1,0,0,3,56,"2","Sinker",1,4,1,4,4,1,1,4,"Strategic","Standard"
"CH","2019-04-16","88.4","-1.6243","5.6246","Dee Gordon",543829,669456,"field_out","hit_into_play",,,,,13,"Dee Gordon grounds out, second baseman Jason Kipnis to first baseman Carlos Santana.  ","R","L","R","SEA","CLE","X",4,"ground_ball",3,2,2019,"-1.5730","0.3407","-0.0777","1.3053","null",592387,608596,2,2,"Bot","146.78","151.69",,,608700,,"190417_024208","7.0898","-128.4954","-5.1668","-18.9950","26.4856","-27.5164","3.3500","1.5400","21","65.2","-4","88.7020","1738","6.5250",566382,669456,608700,467793,543401,608070,502273,641343,547982,571980,"53.9741","0.079","0.058","0.00",1,0,0,2,15,"8","Changeup",1,0,1,0,0,1,1,0,"Standard","Strategic"
"FF","2019-04-15","91.9","2.4903","6.2934","Dee Gordon",543829,543272,"strikeout","called_strike",,,,,13,"Dee Gordon called out on strikes.  ","R","L","L","SEA","CLE","S",2,"null",1,2,2019,"0.9583","1.7406","-0.8995","1.7836","null","null","null",0,9,"Bot","null","null",,,547379,,"190416_054133","-10.2613","-132.8986","-8.8493","13.0701","28.5531","-10.8186","3.3900","1.6525","null","null","null","89.3560","2438","5.0740",566381,543272,547379,467793,543401,608070,608715,471865,547982,656185,"55.4254","null","null","0.00",1,0,0,"null",78,"4","4-Seam Fastball",4,6,4,6,6,4,4,6,"Standard","Strategic"
"FT","2019-04-15","94.6","-1.5309","5.3382","Dee Gordon",543829,545333,"strikeout","called_strike",,,,,12,"Dee Gordon called out on strikes.  ","R","L","R","SEA","CLE","S",2,"null",2,2,2019,"-1.3764","0.8202","0.2593","3.5505","null",429665,553882,2,5,"Bot","null","null",,,547379,,"190416_034736","7.6928","-137.5929","-0.8132","-19.0621","29.2997","-21.8321","3.4139","1.6000","null","null","null","94.5140","2197","6.1750",566381,545333,547379,467793,543401,608070,608715,471865,547982,656185,"54.3245","null","null","0.00",1,0,0,"null",40,"6","2-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard"
"FF","2019-04-15","93.7","-1.4476","5.4276","Dee Gordon",543829,545333,"field_out","hit_into_play",,,,,4,"Dee Gordon grounds out, second baseman Jason Kipnis to first baseman Carlos Santana.  ","R","L","R","SEA","CLE","X",4,"ground_ball",1,1,2019,"-0.9136","1.5112","-0.2808","2.6463","null","null","null",1,3,"Bot","157.93","156.26",,,547379,,"190416_030059","5.0096","-136.3610","-4.7888","-12.4244","28.3677","-12.5614","3.3900","1.5600","39","92.7","-1","93.7670","2334","6.2030",566381,545333,547379,467793,543401,608070,608715,471865,547982,656185,"54.2969","0.342","0.328","0.00",1,0,0,2,23,"3","4-Seam Fastball",0,3,0,3,3,0,0,3,"Strategic","Strategic"
"CU","2019-04-14","82.2","-0.8470","6.0083","Dee Gordon",543829,519151,"field_out","hit_into_play",,,,,8,"Dee Gordon grounds out to first baseman Yuli Gurriel.  ","R","L","R","SEA","HOU","X",3,"ground_ball",1,2,2019,"1.7458","-1.3302","0.0285","1.7801","null","null","null",1,8,"Bot","150.33","173.49",,,545358,,"190414_222614","-1.2339","-119.3082","-0.4301","16.1032","26.8922","-44.4552","3.3190","1.5130","null","82.9","-21","79.8460","3261","5.1970",566380,519151,545358,493329,514888,608324,621043,488726,545350,543807,"55.3026","0.066","0.060","0.00",1,0,0,2,57,"4","Curveball",2,3,2,3,3,2,2,3,"Standard","Standard"
"SL","2019-04-14","90.4","-2.3556","5.8337","Dee Gordon",543829,543037,"field_out","hit_into_play",,,,,5,"Dee Gordon flies out to center fielder Tony Kemp.  ","R","L","R","SEA","HOU","X",8,"fly_ball",2,2,2019,"0.4133","0.3690","-0.0543","2.7093","null","null","null",1,5,"Bot","91.95","100.99",,,545358,,"190414_212357","4.8359","-131.5934","-2.6437","3.7945","26.0132","-27.6314","3.3190","1.5130","248","74.8","36","90.0500","2436","5.9010",566380,543037,545358,493329,514888,608324,621043,488726,643393,543807,"54.5980","0.126","0.104","0.00",1,0,0,3,34,"5","Slider",2,0,2,0,0,2,2,0,"Standard","Strategic"
"FF","2019-04-14","95.0","-2.1058","5.9220","Dee Gordon",543829,543037,"field_out","hit_into_play",,,,,12,"Dee Gordon flies out to center fielder Tony Kemp.  ","R","L","R","SEA","HOU","X",8,"fly_ball",1,1,2019,"-0.9739","1.4342","0.1576","3.5450","null","null","null",0,3,"Bot","122.50","113.48",,,545358,,"190414_204824","8.0128","-137.9248","-3.6600","-14.0918","32.0532","-13.5581","3.3190","1.5130","207","89.9","58","94.0890","2478","5.9830",566380,543037,545358,493329,514888,608324,621043,488726,643393,543807,"54.5167","0.018","0.014","0.00",1,0,0,3,19,"3","4-Seam Fastball",1,0,1,0,0,1,1,0,"Strategic","Strategic"
"CU","2019-04-13","82.8","-0.7248","6.0530","Dee Gordon",543829,519151,"strikeout","swinging_strike",,,,,14,"Dee Gordon strikes out swinging.  ","R","L","R","SEA","HOU","S",2,"null",2,2,2019,"1.5460","-1.0643","1.5134","1.7822","null","null","null",1,8,"Bot","null","null",,,455139,,"190414_034053","2.1521","-120.3343","-1.1374","13.9217","26.5414","-42.1323","3.3190","1.5130","null","null","null","80.9570","3197","5.4150",566379,519151,455139,493329,514888,608324,621043,502210,545350,543807,"55.0850","null","null","0.00",1,0,0,"null",58,"5","Curveball",1,3,1,3,3,1,1,3,"Standard","Strategic"
"FF","2019-04-13","98.4","-1.4304","6.8028","Dee Gordon",543829,434378,"field_out","hit_into_play",,,,,3,"Dee Gordon flies out to right fielder George Springer.  ","R","L","R","SEA","HOU","X",9,"fly_ball",3,2,2019,"-0.6215","1.7542","0.4432","3.1578","null","null","null",0,6,"Bot","179.59","84.39",,,455139,,"190414_025822","6.4363","-142.8671","-8.3471","-9.8237","31.4372","-6.8339","3.3010","1.5040","299","93.7","44","97.6840","2529","5.9080",566379,434378,455139,493329,514888,608324,621043,502210,545350,543807,"54.5913","0.018","0.032","0.00",1,0,0,3,43,"12","4-Seam Fastball",1,3,1,3,3,1,1,3,"Standard","Strategic"
"FF","2019-04-13","95.6","-1.7205","6.8505","Dee Gordon",543829,434378,"field_out","hit_into_play",,,,,2,"Dee Gordon flies out to right fielder George Springer.  ","R","L","R","SEA","HOU","X",9,"fly_ball",3,2,2019,"-0.6483","1.5704","0.2593","3.0867","null","null","null",2,3,"Bot","162.62","69.13",,,455139,,"190414_020725","6.6920","-138.9886","-7.8589","-9.9014","30.4122","-10.2230","3.3300","1.5400","319","88.2","33","95.8420","2476","6.4250",566379,434378,455139,493329,514888,608324,621043,502210,545350,543807,"54.0749","0.037","0.056","0.00",1,0,0,3,23,"6","4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard"
"CH","2019-04-12","83.4","-0.0190","6.5027","Dee Gordon",543829,606965,"strikeout","swinging_strike",,,,,14,"Dee Gordon strikes out swinging.  ","R","L","R","SEA","HOU","S",2,"null",2,2,2019,"-1.3952","0.1083","0.2245","0.9712","null","null","null",0,9,"Bot","null","null",,,455139,,"190413_052459","3.1686","-121.1330","-6.3333","-13.9539","24.8177","-30.1129","3.4214","1.7125","null","null","null","81.9630","1443","5.5360",566378,606965,455139,643603,514888,493329,621043,488726,545350,502210,"54.9634","null","null","0.00",1,0,0,"null",81,"7","Changeup",6,10,6,10,10,6,6,10,"Standard","Standard"
"FF","2019-04-12","91.7","-1.3872","5.2819","Dee Gordon",543829,502748,"single","hit_into_play_no_out",,,,,5,"Dee Gordon singles on a line drive to right fielder Josh Reddick.  ","R","L","R","SEA","HOU","X",9,"line_drive",0,0,2019,"-1.1323","1.2497","-0.1813","2.4144","null","null","null",0,7,"Bot","203.05","102.52",,,455139,,"190413_043213","5.3631","-133.3053","-3.9734","-14.3348","28.2296","-17.0114","3.3984","1.7125","197","98.9","11","90.6500","2187","5.6720",566378,502748,455139,643603,514888,493329,621043,488726,545350,502210,"54.8278","0.897","0.863","0.90",1,1,0,4,62,"1","4-Seam Fastball",3,6,3,6,6,3,3,6,"Standard","Strategic"
"FF","2019-04-12","92.0","1.1572","6.4579","Dee Gordon",543829,489119,"strikeout","swinging_strike",,,,,5,"Dee Gordon strikes out swinging.  ","R","L","L","SEA","HOU","S",2,"null",3,2,2019,"0.0789","1.5466","-0.1298","2.3394","null","null","null",1,4,"Bot","null","null",,,455139,,"190413_033255","-3.4236","-133.8357","-7.9449","1.6317","26.7745","-12.2361","3.3984","1.6436","null","null","null","92.0240","2270","6.1560",566378,489119,455139,643603,514888,493329,621043,488726,545350,502210,"54.3434","null","null","0.00",1,0,0,"null",37,"8","4-Seam Fastball",3,2,3,2,2,3,3,2,"Standard","Strategic"
"FC","2019-04-12","86.4","1.1780","6.4982","Dee Gordon",543829,489119,"field_out","hit_into_play",,,,,8,"Dee Gordon lines out to center fielder Jake Marisnick.  ","R","L","L","SEA","HOU","X",8,"line_drive",1,0,2019,"-0.2567","0.5239","-0.2385","2.0774","null","null","null",1,2,"Bot","116.98","75.51",,,455139,,"190413_025356","-2.8266","-125.6686","-5.3105","-2.1220","23.8761","-25.9772","3.4213","1.6664","294","95.8","18","85.4600","2178","5.5670",566378,489119,455139,643603,514888,493329,621043,488726,545350,502210,"54.9325","0.403","0.468","0.00",1,0,0,4,17,"2","Cutter",1,0,1,0,0,1,1,0,"Strategic","Standard"
"FF","2019-04-11","89.6","-2.0986","5.6941","Dee Gordon",543829,502202,"single","hit_into_play_no_out",,,,,8,"Dee Gordon singles on a line drive to left fielder Alex Gordon.   Omar Narvaez to 3rd.  ","R","L","R","KC","SEA","X",7,"line_drive",0,0,2019,"-0.2842","1.2128","-0.1483","1.6595","null","null",553882,1,9,"Top","91.81","91.70",,,455117,,"190411_200030","5.2650","-130.1829","-6.3331","-4.0877","23.7122","-17.9111","3.3190","1.5130","222","91.4","12","88.0960","2281","5.1380",565710,502202,455117,656811,572008,641531,609275,460086,571740,593160,"55.3618","0.868","0.814","0.90",1,1,0,4,75,"1","4-Seam Fastball",6,4,4,6,4,6,4,6,"Strategic","Standard"
"FF","2019-04-11","90.9","2.4024","5.1922","Dee Gordon",543829,663992,"triple","hit_into_play_score",,,,,4,"Dee Gordon triples (1) on a fly ball to center fielder Terrance Gore.   Ryon Healy scores.  ","R","L","L","KC","SEA","X",8,"fly_ball",2,1,2019,"0.7825","0.8923","-0.2943","2.6757","null",592387,"null",2,7,"Top","101.69","56.72",,,455117,,"190411_191643","-8.7031","-132.3199","-2.3805","11.5297","31.2327","-20.9812","3.3190","1.5130","356","97.3","22","92.4960","2248","7.4640",565710,663992,455117,656811,572008,641531,609275,460086,605253,593160,"53.0353","0.332","0.445","1.60",1,1,2,5,55,"4","4-Seam Fastball",4,2,2,4,2,4,2,4,"Standard","Standard"
"KC","2019-04-11","81.5","-1.9037","6.1284","Dee Gordon",543829,605347,"home_run","hit_into_play_score",,,,,5,"Dee Gordon homers (1) on a fly ball to right field.  ","R","L","R","KC","SEA","X","null","fly_ball",0,1,2019,"0.3780","-0.6207","0.2560","2.0928","null","null","null",0,6,"Top","233.53","89.48",,,455117,,"190411_184122","4.0786","-118.5318","-1.3139","2.6732","22.4652","-37.8459","3.3190","1.5130","360","94.0","32","80.1440","2442","5.3650",565710,605347,455117,656811,572008,641531,609275,460086,605253,593160,"55.1344","0.203","0.386","2.00",1,0,3,3,42,"2","Knuckle Curve",4,0,0,4,0,4,0,4,"Strategic","Standard"
"FT","2019-04-11","92.9","-1.9123","6.0180","Dee Gordon",543829,605347,"field_out","hit_into_play",,,,,4,"Dee Gordon grounds out, shortstop Adalberto Mondesi to first baseman Ryan O'Hearn.  ","R","L","R","KC","SEA","X",6,"ground_ball",3,2,2019,"-1.2292","0.5816","-0.7076","2.1447","null","null","null",2,3,"Top","114.90","155.27",,,455117,,"190411_175031","5.6920","-135.1568","-5.4312","-16.0767","25.2658","-24.2565","3.3710","1.5350","14","82.8","-7","92.8530","1967","5.9560",565710,605347,455117,656811,572008,641531,609275,460086,605253,593160,"54.5436","0.121","0.101","0.00",1,0,0,2,18,"7","2-Seam Fastball",1,0,0,1,0,1,0,1,"Standard","Standard"
"SL","2019-04-10","87.2","-1.7302","5.8375","Dee Gordon",543829,502202,"field_out","hit_into_play",,,,,6,"Dee Gordon pops out to shortstop Adalberto Mondesi.  ","R","L","R","KC","SEA","X",6,"popup",0,1,2019,"0.3598","0.7760","0.3671","2.1919","null","null","null",0,9,"Top","79.34","135.46",,,595956,,"190411_031200","4.2621","-126.7836","-4.1219","2.9733","24.3599","-23.4431","3.3010","1.5040","174","84.1","65","86.2050","2322","5.5640",565709,502202,595956,656811,572008,641531,609275,605253,571740,593160,"54.9358","0.005","0.003","0.00",1,0,0,3,70,"2","Slider",5,5,5,5,5,5,5,5,"Strategic","Standard"
"FF","2019-04-10","93.0","-2.4178","5.5511","Dee Gordon",543829,453178,"field_out","hit_into_play",,,,,13,"Dee Gordon lines out to left fielder Terrance Gore.  ","R","L","R","KC","SEA","X",7,"line_drive",1,0,2019,"-0.7178","1.2821","-1.0682","2.1951","null","null","null",2,6,"Top","89.79","93.36",,,595956,,"190411_021106","5.0371","-135.4680","-5.7182","-9.8739","25.8932","-15.3521","3.3190","1.5130","266","81.4","19","93.6350","2467","6.3290",565709,453178,595956,643524,572008,641531,609275,605253,571740,593160,"54.1706","0.910","0.846","0.00",1,0,0,4,47,"2","4-Seam Fastball",3,5,5,3,5,3,5,3,"Strategic","Standard"
"FF","2019-04-10","90.5","-1.1334","5.9379","Dee Gordon",543829,641571,"single","hit_into_play_no_out",,,,,1,"Dee Gordon singles on a ground ball to center fielder Billy Hamilton.   Omar Narvaez to 3rd.    Ryon Healy to 2nd.  ","R","L","R","KC","SEA","X",8,"ground_ball",2,2,2019,"-0.5401","0.8441","-0.8075","2.8550","null",553882,592387,0,4,"Top","128.61","84.15",,,595956,,"190411_013649","1.9304","-131.8282","-3.5528","-6.6093","26.1250","-21.9605","3.3190","1.5130","77","89.1","4","90.1860","2081","5.8880",565709,641571,595956,643524,572008,641531,609275,605253,571740,593160,"54.6118","0.460","0.435","0.90",1,1,0,4,32,"5","4-Seam Fastball",3,3,3,3,3,3,3,3,"Standard","Standard"
"FF","2019-04-10","90.7","-0.7086","6.0987","Dee Gordon",543829,641571,"field_out","hit_into_play",,,,,1,"Dee Gordon grounds out, shortstop Adalberto Mondesi to first baseman Frank Schwindel.  ","R","L","R","KC","SEA","X",6,"ground_ball",2,1,2019,"-0.0528","1.1816","-0.2872","3.0502","null",542921,"null",2,2,"Top","106.77","149.17",,,595956,,"190411_004724","1.1562","-132.0739","-4.2081","-0.8368","25.6554","-17.8852","3.3190","1.5130","14","93.1","-11","90.4140","2073","5.8800",565709,641571,595956,643524,572008,641531,609275,605253,571740,593160,"54.6197","0.155","0.138","0.00",1,0,0,2,14,"4","4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard"
"SI","2019-04-09","95.0","4.4723","5.3705","Dee Gordon",543829,518617,"strikeout","foul_tip",,,,,2,"Dee Gordon strikes out on a foul tip.  ","R","L","L","KC","SEA","S",2,"null",1,2,2019,"0.8397","0.7956","-0.0232","3.2389",553882,"null",664238,2,7,"Top","null","null",,,455117,,"190410_024140","-13.5443","-137.8118","-1.7177","13.3178","26.4523","-21.8851","3.4836","1.6363","null","null","null","94.9340","2228","6.1190",565708,518617,455117,643524,572008,641531,609275,460086,571740,593160,"54.3809","null","null","0.00",1,0,0,"null",60,"4","Sinker",2,6,6,2,6,2,6,2,"Standard","Standard"
"CU","2019-04-09","76.5","-2.0254","5.8319","Dee Gordon",543829,642098,"single","hit_into_play_no_out",,,,,5,"Dee Gordon singles on a bunt ground ball to third baseman Hunter Dozier.  ","R","L","R","KC","SEA","X",5,"ground_ball",0,0,2019,"0.5580","-1.0501","0.2534","2.4241","null","null","null",1,6,"Top","119.98","190.83",,,455117,,"190410_021105","3.7898","-111.3006","1.6081","3.9936","17.8609","-41.3040","3.3190","1.6083","null","40.0","-36","76.2840","2407","5.9060",565708,642098,455117,643524,572008,641531,609275,460086,571740,593160,"54.5935","0.142","0.138","0.90",1,1,0,1,48,"1","Curveball",2,4,4,2,4,2,4,2,"Standard","Standard"
"SI","2019-04-09","90.2","-1.7758","5.6129","Dee Gordon",543829,596001,"single","hit_into_play_score",,,,,8,"Dee Gordon singles on a ground ball to right fielder Whit Merrifield.   Ryon Healy scores.    Omar Narvaez scores.  ","R","L","R","KC","SEA","X",9,"ground_ball",2,0,2019,"-1.1477","0.6114","-0.0236","2.1423",592387,553882,"null",1,4,"Top","187.03","104.47",,,455117,,"190410_012634","6.7225","-131.1862","-4.0031","-14.4608","24.0831","-24.5941","3.4300","1.5886","28","90.8","-2","90.1960","2063","6.0220",565708,596001,455117,643524,572008,641531,609275,460086,571740,593160,"54.4776","0.313","0.296","0.90",1,1,0,2,31,"3","Sinker",2,2,2,2,2,2,2,2,"Standard","Standard"
"FF","2019-04-09","91.2","-1.9662","5.6288","Dee Gordon",543829,596001,"single","hit_into_play_no_out",,,,,6,"Dee Gordon singles on a line drive to left fielder Alex Gordon.  ","R","L","R","KC","SEA","X",7,"line_drive",0,0,2019,"-0.8013","1.2057","0.3113","2.7107","null","null","null",0,3,"Top","99.39","105.62",,,455117,,"190410_004737","7.3756","-132.6229","-4.0227","-10.8297","25.6081","-17.4555","3.3835","1.5756","211","71.6","21","91.0170","2198","5.9980",565708,596001,455117,643524,572008,641531,609275,460086,571740,593160,"54.5020","0.974","0.888","0.90",1,1,0,4,17,"1","4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard"
"FF","2019-04-08","92.2","-2.5741","5.5506","Dee Gordon",543829,453178,"field_out","hit_into_play",,,,,5,"Dee Gordon grounds out, second baseman Chris Owings to first baseman Ryan O'Hearn.  ","R","L","R","KC","SEA","X",4,"ground_ball",2,0,2019,"-0.5410","1.3714","-0.2097","2.4130","null","null","null",1,9,"Top","150.45","157.81",,,455117,,"190409_031810","7.1576","-134.1286","-5.1471","-7.9246","25.9329","-14.7980","3.3190","1.5130","6","93.7","-20","92.3870","2427","6.1800",565707,453178,455117,656811,572008,641531,609275,460086,571740,605253,"54.3199","0.142","0.133","0.00",1,0,0,2,80,"3","4-Seam Fastball",4,13,13,4,13,4,13,4,"Standard","Standard"
