player_id,first_name,last_name,BA,xBA
622534.0,manuel,margot,0.215,0.192
571976.0,wil,myers,0.215,0.219
670032.0,nicky,lopez,0.214,0.168
621514.0,christin,stewart,0.214,0.227
518960.0,jonathan,lucroy,0.214,0.244
657557.0,paul,dejong,0.214,0.23
592261.0,delino,deshields,0.213,0.201
545341.0,randal,grichuk,0.213,0.192
502481.0,jarrod,dyson,0.212,0.169
596105.0,dwight,smith,0.212,0.244
451594.0,dexter,fowler,0.212,0.236
453943.0,todd,frazier,0.212,0.23
571431.0,matt,adams,0.211,0.214
592444.0,jacoby,jones,0.211,0.219
594824.0,greg,garcia,0.21,0.214
457803.0,jay,bruce,0.21,0.258
547004.0,rio,ruiz,0.21,0.22
571970.0,max,muncy,0.21,0.235
596142.0,gary,sanchez,0.209,0.217
429665.0,edwin,encarnacion,0.209,0.234
518735.0,yasmani,grandal,0.209,0.238
605480.0,mallex,smith,0.208,0.196
641487.0,j. p.,crawford,0.207,0.227
650859.0,luis,rengifo,0.207,0.214
592273.0,brandon,drury,0.207,0.221
656941.0,kyle,schwarber,0.206,0.252
642133.0,rowdy,tellez,0.206,0.211
593934.0,miguel,sano,0.205,0.232
543063.0,brandon,crawford,0.204,0.234
572821.0,brian,dozier,0.204,0.23
641343.0,jake,bauers,0.203,0.197
571466.0,tucker,barnhart,0.203,0.224
594777.0,kole,calhoun,0.203,0.211
501981.0,khris,davis,0.202,0.203
543308.0,john,hicks,0.201,0.18
542583.0,jesus,aguilar,0.199,0.218
592669.0,hunter,renfroe,0.199,0.202
455139.0,robinson,chirinos,0.198,0.209
606115.0,orlando,arcia,0.198,0.17
455117.0,martin,maldonado,0.198,0.18
547379.0,roberto,perez,0.198,0.215
592859.0,stevie,wilkerson,0.197,0.17
474832.0,brandon,belt,0.197,0.2
523253.0,logan,forsythe,0.196,0.21
606192.0,teoscar,hernandez,0.194,0.178
598265.0,jackie,bradley,0.194,0.187
595777.0,jurickson,profar,0.194,0.228
571740.0,billy,hamilton,0.193,0.189
572761.0,matt,carpenter,0.191,0.214
656555.0,rhys,hoskins,0.191,0.229
643376.0,danny,jansen,0.184,0.197
596059.0,rougned,odor,0.182,0.197
600869.0,jeimer,candelario,0.18,0.18
664056.0,harrison,bader,0.18,0.207
596129.0,dan,vogelbach,0.176,0.212
475253.0,justin,smoak,0.175,0.231
475174.0,yonder,alonso,0.174,0.227
624415.0,cavan,biggio,0.171,0.217
595978.0,austin,hedges,0.169,0.185
656811.0,ryan,o'hearn,0.166,0.203
434158.0,curtis,granderson,0.162,0.197
448801.0,chris,davis,0.152,0.186
